timestamp,environment,policy_version,opponent_name,opponent_version,opponent_kind,change_type,split,seed_start,seed_stop_exclusive,episodes,mean,std,median,min,max,wins,losses,draws,win_rate,life_difference_mean,environment_steps,wall_clock_seconds,pass_fail,tests_pass_fail,git_commit,diff_identifier,agent_iterations,code_edits,change_summary,failure_analysis,next_hypothesis
2026-05-25T19:23:07+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,6000,6050,50,,,,,,0,0,0,,,0,0.000111,fail,pass,088c70f,ac52c515cc9a,0,0,SlimeVolley evaluation run.,SlimeVolleyDependencyError: SlimeVolley requires optional legacy dependencies: gym and slimevolleygym. Current status: ModuleNotFoundError: No module named 'gym',Compare opponent-pool performance across fixed seeds.
2026-05-25T19:24:38+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,6000,6050,50,-4.24,1.01114,-5,-5,0,0,49,1,0.0,-4.24,113541,7.194711,pass,pass,088c70f,ac52c515cc9a,0,0,SlimeVolley evaluation run.,No failure observed.,Compare opponent-pool performance across fixed seeds.
2026-05-25T20:04:37+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,1.1,2.5,2,-5,5,35,15,0,0.7,1.1,40529,2.635039,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 13/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:40+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-1.86,2.04949,-2,-5,3,8,42,0,0.16,-1.86,46271,3.056208,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 13/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:42+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,33666,1.994173,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 14/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:45+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.68,2.38696,2,-4,5,37,13,0,0.74,1.68,35055,2.529418,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 14/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:48+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,0.06,2.70858,1,-5,5,26,24,0,0.52,0.06,39086,2.556356,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 14/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:51+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,0.26,2.6744,1,-5,5,29,21,0,0.58,0.26,39726,2.608513,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 14/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:54+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.1,2.17486,-3,-5,3,8,42,0,0.16,-2.1,43228,2.729345,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 14/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:56+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,32838,1.847004,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 15/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:58+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.38,2.42396,2,-4,5,36,14,0,0.72,1.38,34184,2.406265,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 15/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:01+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,-0.3,2.62488,-1,-5,5,22,28,0,0.44,-0.3,37922,2.39448,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 15/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:03+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,-0.18,2.62823,-1,-5,5,24,26,0,0.48,-0.18,38489,2.395372,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 15/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:06+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.48,2.05173,-3,-5,3,6,44,0,0.12,-2.48,40632,2.542205,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 15/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:08+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,35117,2.020359,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 16/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:11+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,2.58,2.06,3,-3,5,45,5,0,0.9,2.58,33836,2.425344,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 16/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:14+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,0.76,2.45406,1.5,-4,5,32,18,0,0.64,0.76,39744,2.460432,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 16/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:17+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,0.92,2.52063,1.5,-5,5,33,17,0,0.66,0.92,39770,2.562283,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 16/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:05:20+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-1.96,2.09724,-2.5,-5,5,7,43,0,0.14,-1.96,45087,2.95682,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 16/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:06:07+00:00,SlimeVolley-v0,random,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,-0.08,2.75565,-1,-4,5,22,28,0,0.44,-0.08,31420,2.291453,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 1/36: random vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:10+00:00,SlimeVolley-v0,random,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,-1.78,2.31767,-2,-5,4,10,40,0,0.2,-1.78,34134,2.350211,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 2/36: random vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:13+00:00,SlimeVolley-v0,random,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,-1.76,2.4377,-2,-5,3,13,37,0,0.26,-1.76,33731,2.391649,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 3/36: random vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:15+00:00,SlimeVolley-v0,random,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,-3.24,1.3937,-3.5,-5,3,1,49,0,0.02,-3.24,34147,2.388454,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 4/36: random vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:18+00:00,SlimeVolley-v0,random,improved-v2,v2,archived heuristic,evaluation-harness change,dev,6000,6050,50,-3.24,1.3937,-3.5,-5,3,1,49,0,0.02,-3.24,34147,2.480471,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 5/36: random vs improved-v2; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:21+00:00,SlimeVolley-v0,random,improved,current,current heuristic,evaluation-harness change,dev,6000,6050,50,-3.6,1.32665,-4,-5,3,1,49,0,0.02,-3.6,33212,2.327454,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 6/36: random vs improved; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:23+00:00,SlimeVolley-v0,initial,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,1.68,2.38696,2,-4,5,37,13,0,0.74,1.68,35055,2.388744,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 7/36: initial vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:26+00:00,SlimeVolley-v0,initial,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,0.06,2.70858,1,-5,5,26,24,0,0.52,0.06,39086,2.40257,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 8/36: initial vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:29+00:00,SlimeVolley-v0,initial,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,0.26,2.6744,1,-5,5,29,21,0,0.58,0.26,39726,2.456735,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 9/36: initial vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:32+00:00,SlimeVolley-v0,initial,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,-2.1,2.17486,-3,-5,3,8,42,0,0.16,-2.1,43228,2.742501,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 10/36: initial vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:35+00:00,SlimeVolley-v0,initial,improved-v2,v2,archived heuristic,evaluation-harness change,dev,6000,6050,50,-2.1,2.17486,-3,-5,3,8,42,0,0.16,-2.1,43228,2.744554,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 11/36: initial vs improved-v2; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:38+00:00,SlimeVolley-v0,initial,improved,current,current heuristic,evaluation-harness change,dev,6000,6050,50,-3.4,1.44222,-4,-5,3,2,48,0,0.04,-3.4,41314,2.628344,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 12/36: initial vs improved; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:40+00:00,SlimeVolley-v0,improved-v0,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,1.88,2.27719,2,-4,5,40,10,0,0.8,1.88,34750,2.415998,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 13/36: improved-v0 vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:43+00:00,SlimeVolley-v0,improved-v0,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,-0.04,2.62267,-1,-4,5,23,27,0,0.46,-0.04,39156,2.507357,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 14/36: improved-v0 vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:46+00:00,SlimeVolley-v0,improved-v0,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,0.28,2.7571,1,-5,5,27,23,0,0.54,0.28,38913,2.431232,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 15/36: improved-v0 vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:49+00:00,SlimeVolley-v0,improved-v0,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,-2.44,2.21955,-3,-5,4,6,44,0,0.12,-2.44,40898,2.554573,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 16/36: improved-v0 vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:51+00:00,SlimeVolley-v0,improved-v0,improved-v2,v2,archived heuristic,evaluation-harness change,dev,6000,6050,50,-2.44,2.21955,-3,-5,4,6,44,0,0.12,-2.44,40898,2.614673,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 17/36: improved-v0 vs improved-v2; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:54+00:00,SlimeVolley-v0,improved-v0,improved,current,current heuristic,evaluation-harness change,dev,6000,6050,50,-3.48,1.5263,-4,-5,3,2,48,0,0.04,-3.48,40271,2.521697,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 18/36: improved-v0 vs improved; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:06:57+00:00,SlimeVolley-v0,improved-v1,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,3.02,1.63083,3,-2,5,47,3,0,0.94,3.02,35473,2.49202,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 19/36: improved-v1 vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:00+00:00,SlimeVolley-v0,improved-v1,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,2,2.14476,2,-3,5,40,10,0,0.8,2.0,42691,2.672167,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 20/36: improved-v1 vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:03+00:00,SlimeVolley-v0,improved-v1,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,2.62,1.79878,3,-2,5,45,5,0,0.9,2.62,41377,2.588463,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 21/36: improved-v1 vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:07+00:00,SlimeVolley-v0,improved-v1,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,0.22,2.78058,1,-5,5,27,23,0,0.54,0.22,56688,3.561982,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 22/36: improved-v1 vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:11+00:00,SlimeVolley-v0,improved-v1,improved-v2,v2,archived heuristic,evaluation-harness change,dev,6000,6050,50,0.22,2.78058,1,-5,5,27,23,0,0.54,0.22,56688,3.607374,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 23/36: improved-v1 vs improved-v2; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:15+00:00,SlimeVolley-v0,improved-v1,improved,current,current heuristic,evaluation-harness change,dev,6000,6050,50,-2.78,1.97271,-3,-5,3,6,44,0,0.12,-2.78,61447,3.947774,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 24/36: improved-v1 vs improved; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:18+00:00,SlimeVolley-v0,improved-v2,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,3.02,1.63083,3,-2,5,47,3,0,0.94,3.02,35473,2.542002,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 25/36: improved-v2 vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:21+00:00,SlimeVolley-v0,improved-v2,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,2,2.14476,2,-3,5,40,10,0,0.8,2.0,42691,2.71434,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 26/36: improved-v2 vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:24+00:00,SlimeVolley-v0,improved-v2,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,2.62,1.79878,3,-2,5,45,5,0,0.9,2.62,41377,2.629964,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 27/36: improved-v2 vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:28+00:00,SlimeVolley-v0,improved-v2,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,0.22,2.78058,1,-5,5,27,23,0,0.54,0.22,56688,3.629414,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 28/36: improved-v2 vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:32+00:00,SlimeVolley-v0,improved-v2,improved-v2,v2,archived heuristic,evaluation-harness change,dev,6000,6050,50,0.22,2.78058,1,-5,5,27,23,0,0.54,0.22,56688,3.599758,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 29/36: improved-v2 vs improved-v2; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:36+00:00,SlimeVolley-v0,improved-v2,improved,current,current heuristic,evaluation-harness change,dev,6000,6050,50,-2.78,1.97271,-3,-5,3,6,44,0,0.12,-2.78,61447,3.96754,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 30/36: improved-v2 vs improved; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:39+00:00,SlimeVolley-v0,improved,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,3.6,1.09545,4,1,5,50,0,0,1.0,3.6,35007,2.488081,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 31/36: improved vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:42+00:00,SlimeVolley-v0,improved,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,3.36,1.58442,4,-3,5,48,2,0,0.96,3.36,41858,2.611598,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 32/36: improved vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:45+00:00,SlimeVolley-v0,improved,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,3.54,1.16979,4,1,5,50,0,0,1.0,3.54,40592,2.617105,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 33/36: improved vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:49+00:00,SlimeVolley-v0,improved,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,2.9,1.74642,3,-3,5,47,3,0,0.94,2.9,58900,3.879944,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 34/36: improved vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:07:53+00:00,SlimeVolley-v0,improved,improved-v2,v2,archived heuristic,evaluation-harness change,dev,6000,6050,50,2.9,1.74642,3,-3,5,47,3,0,0.94,2.9,58900,3.879449,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 35/36: improved vs improved-v2; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:08:02+00:00,SlimeVolley-v0,improved,improved,current,current heuristic,evaluation-harness change,dev,6000,6050,50,0.26,2.30486,0,-4,5,24,21,5,0.48,0.26,124490,8.182071,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley round-robin tournament matchup 36/36: improved vs improved; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:16:56+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,6000,6050,50,-4.24,1.01114,-5,-5,0,0,49,1,0.0,-4.24,113517,8.131438,pass,pass,088c70f,009099a9ce16,2,10,Structural policy improvement: archive improved-v3 and add rear_wall_recovery mode for low far-right built-in losses.,Development trace diagnosis found most built-in point losses with low ball_y near the rear wall while the agent was airborne; rear_wall_recovery moves off the wall and suppresses late airborne jumps.,"Compare built-in score and archived-opponent robustness on generation-3 development seeds; keep, revise, or roll back based on evidence."
2026-05-25T20:17:16+00:00,SlimeVolley-v0,random,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,-0.08,2.75565,-1,-4,5,22,28,0,0.44,-0.08,31420,2.480471,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 1/49: random vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:19+00:00,SlimeVolley-v0,random,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,-1.78,2.31767,-2,-5,4,10,40,0,0.2,-1.78,34134,2.51858,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 2/49: random vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:22+00:00,SlimeVolley-v0,random,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,-1.76,2.4377,-2,-5,3,13,37,0,0.26,-1.76,33731,2.535109,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 3/49: random vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:25+00:00,SlimeVolley-v0,random,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,-3.24,1.3937,-3.5,-5,3,1,49,0,0.02,-3.24,34147,2.655696,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 4/49: random vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:28+00:00,SlimeVolley-v0,random,improved-v2,v2,archived heuristic,evaluation-harness change,dev,6000,6050,50,-3.24,1.3937,-3.5,-5,3,1,49,0,0.02,-3.24,34147,2.586219,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 5/49: random vs improved-v2; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:31+00:00,SlimeVolley-v0,random,improved-v3,v3,archived heuristic,evaluation-harness change,dev,6000,6050,50,-3.6,1.32665,-4,-5,3,1,49,0,0.02,-3.6,33212,2.610194,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 6/49: random vs improved-v3; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:34+00:00,SlimeVolley-v0,random,improved,current,current heuristic,evaluation-harness change,dev,6000,6050,50,-3.6,1.32665,-4,-5,3,1,49,0,0.02,-3.6,33197,2.57988,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 7/49: random vs improved; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:37+00:00,SlimeVolley-v0,initial,random,v0,random policy,evaluation-harness change,dev,6000,6050,50,1.68,2.38696,2,-4,5,37,13,0,0.74,1.68,35055,2.604224,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 8/49: initial vs random; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:40+00:00,SlimeVolley-v0,initial,initial,v0,frozen heuristic,evaluation-harness change,dev,6000,6050,50,0.06,2.70858,1,-5,5,26,24,0,0.52,0.06,39086,2.601533,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 9/49: initial vs initial; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:43+00:00,SlimeVolley-v0,initial,improved-v0,v0,archived heuristic,evaluation-harness change,dev,6000,6050,50,0.26,2.6744,1,-5,5,29,21,0,0.58,0.26,39726,2.686758,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 10/49: initial vs improved-v0; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
2026-05-25T20:17:46+00:00,SlimeVolley-v0,initial,improved-v1,v1,archived heuristic,evaluation-harness change,dev,6000,6050,50,-2.1,2.17486,-3,-5,3,8,42,0,0.16,-2.1,43228,2.893945,pass,pass,088c70f,009099a9ce16,2,10,SlimeVolley round-robin tournament matchup 11/49: initial vs improved-v1; no policy code changed.,No failure observed.,Use round-robin standings to detect exploitability and regressions across archived policy versions.
